,image,inference time,label
0,"[[[204 160 173]
  [204 160 173]
  [195 151 166]
  ...
  [ 81  48  78]
  [ 69  35  66]
  [ 69  35  66]]

 [[189 145 157]
  [189 145 157]
  [181 137 150]
  ...
  [ 92  58  87]
  [ 82  47  77]
  [ 82  47  77]]

 [[158 115 123]
  [158 115 123]
  [152 108 118]
  ...
  [115  78 106]
  [111  72 101]
  [111  72 101]]

 ...

 [[172 171 167]
  [172 171 167]
  [174 171 168]
  ...
  [120 100 147]
  [124 105 153]
  [124 105 153]]

 [[170 168 166]
  [170 168 166]
  [166 163 161]
  ...
  [149 138 185]
  [158 148 196]
  [158 148 196]]

 [[169 167 166]
  [169 167 166]
  [162 158 159]
  ...
  [162 156 204]
  [174 168 217]
  [174 168 217]]]",3.5189424700001837,[]
1,"[[[255 181 197]
  [255 181 197]
  [250 175 191]
  ...
  [ 58  93 130]
  [ 57  93 131]
  [ 57  93 131]]

 [[230 162 169]
  [230 162 169]
  [227 158 165]
  ...
  [ 82 115 154]
  [ 82 116 155]
  [ 82 116 155]]

 [[178 123 110]
  [178 123 110]
  [178 124 111]
  ...
  [133 163 202]
  [136 166 206]
  [136 166 206]]

 ...

 [[ 64  49 149]
  [ 64  49 149]
  [ 66  52 148]
  ...
  [161 176 210]
  [162 178 211]
  [162 178 211]]

 [[ 70  49 161]
  [ 70  49 161]
  [ 76  57 165]
  ...
  [ 95 114 165]
  [ 86 106 156]
  [ 86 106 156]]

 [[ 73  49 167]
  [ 73  49 167]
  [ 81  59 173]
  ...
  [ 64  84 144]
  [ 50  72 130]
  [ 50  72 130]]]",2.8155103370008874,[]
2,"[[[ 86 170 141]
  [ 86 170 141]
  [ 80 162 134]
  ...
  [129  98 182]
  [130  99 184]
  [130  99 184]]

 [[ 87 162 137]
  [ 87 162 137]
  [ 84 156 133]
  ...
  [110  86 160]
  [109  85 160]
  [109  85 160]]

 [[ 90 144 128]
  [ 90 144 128]
  [ 93 145 130]
  ...
  [ 70  61 114]
  [ 66  56 111]
  [ 66  56 111]]

 ...

 [[153 117  71]
  [153 117  71]
  [158 121  78]
  ...
  [ 82  99 144]
  [ 80  98 143]
  [ 80  98 143]]

 [[128  83  43]
  [128  83  43]
  [134  88  50]
  ...
  [ 88 103 149]
  [ 79  95 141]
  [ 79  95 141]]

 [[116  67  29]
  [116  67  29]
  [123  73  37]
  ...
  [ 90 105 152]
  [ 78  94 140]
  [ 78  94 140]]]",2.7995209920009074,[]
3,"[[[237 211 199]
  [237 211 199]
  [229 204 194]
  ...
  [107 161 149]
  [105 159 146]
  [105 159 146]]

 [[217 190 181]
  [217 190 181]
  [209 183 176]
  ...
  [ 98 152 139]
  [ 98 152 138]
  [ 98 152 138]]

 [[175 145 144]
  [175 145 144]
  [167 140 139]
  ...
  [ 80 134 119]
  [ 83 138 122]
  [ 83 138 122]]

 ...

 [[160 135 184]
  [160 135 184]
  [155 131 179]
  ...
  [100 168 148]
  [ 93 164 143]
  [ 93 164 143]]

 [[100  77 126]
  [100  77 126]
  [105  83 130]
  ...
  [ 99 182 160]
  [102 187 165]
  [102 187 165]]

 [[ 72  50  98]
  [ 72  50  98]
  [ 80  60 107]
  ...
  [ 99 188 165]
  [107 198 175]
  [107 198 175]]]",2.8604945500010217,[]
4,"[[[215 207  64]
  [215 207  64]
  [207 201  60]
  ...
  [135 164 190]
  [145 174 201]
  [145 174 201]]

 [[209 205  71]
  [209 205  71]
  [202 201  69]
  ...
  [114 143 167]
  [118 146 172]
  [118 146 172]]

 [[196 201  88]
  [196 201  88]
  [191 199  87]
  ...
  [ 70  97 119]
  [ 61  88 110]
  [ 61  88 110]]

 ...

 [[192  88 103]
  [192  88 103]
  [187  87 102]
  ...
  [102 161 142]
  [ 97 159 138]
  [ 97 159 138]]

 [[152  49  71]
  [152  49  71]
  [152  53  74]
  ...
  [131 188 168]
  [131 191 171]
  [131 191 171]]

 [[133  31  56]
  [133  31  56]
  [135  36  60]
  ...
  [144 201 180]
  [148 207 186]
  [148 207 186]]]",2.8059658560014213,[]
5,"[[[187 145 168]
  [187 145 168]
  [179 141 163]
  ...
  [100  55  96]
  [ 93  48  87]
  [ 93  48  87]]

 [[155 117 139]
  [155 117 139]
  [151 115 136]
  ...
  [126  80 122]
  [122  77 117]
  [122  77 117]]

 [[ 89  57  77]
  [ 89  57  77]
  [ 91  61  80]
  ...
  [179 134 176]
  [184 138 179]
  [184 138 179]]

 ...

 [[120  73 140]
  [120  73 140]
  [123  78 140]
  ...
  [153 173 148]
  [160 180 152]
  [160 180 152]]

 [[156  97 163]
  [156  97 163]
  [153  97 159]
  ...
  [101 131 105]
  [108 139 110]
  [108 139 110]]

 [[173 109 175]
  [173 109 175]
  [167 106 167]
  ...
  [ 76 112  84]
  [ 84 120  90]
  [ 84 120  90]]]",2.809853917999135,[]
6,"[[[164 241 255]
  [164 241 255]
  [154 229 243]
  ...
  [136  99 120]
  [124  85 107]
  [124  85 107]]

 [[130 204 219]
  [130 204 219]
  [125 196 211]
  ...
  [139 105 127]
  [127  92 115]
  [127  92 115]]

 [[ 59 125 143]
  [ 59 125 143]
  [ 63 127 144]
  ...
  [143 117 142]
  [134 107 133]
  [134 107 133]]

 ...

 [[148 139 140]
  [148 139 140]
  [146 136 137]
  ...
  [151 127  85]
  [145 120  77]
  [145 120  77]]

 [[163 157 157]
  [163 157 157]
  [162 156 156]
  ...
  [190 164 120]
  [184 158 113]
  [184 158 113]]

 [[170 166 165]
  [170 166 165]
  [170 166 164]
  ...
  [208 181 137]
  [203 177 131]
  [203 177 131]]]",2.8000340840007993,[]
7,"[[[114 162 150]
  [114 162 150]
  [111 156 144]
  ...
  [ 72 121  70]
  [ 67 116  64]
  [ 67 116  64]]

 [[128 171 158]
  [128 171 158]
  [123 163 151]
  ...
  [105 147 102]
  [102 144  99]
  [102 144  99]]

 [[157 191 177]
  [157 191 177]
  [148 179 165]
  ...
  [173 200 169]
  [177 204 172]
  [177 204 172]]

 ...

 [[146 151 136]
  [146 151 136]
  [140 143 130]
  ...
  [105 149 113]
  [101 150 110]
  [101 150 110]]

 [[126 129 116]
  [126 129 116]
  [126 128 115]
  ...
  [124 165 130]
  [121 166 127]
  [121 166 127]]

 [[117 119 107]
  [117 119 107]
  [119 120 109]
  ...
  [133 173 138]
  [130 174 135]
  [130 174 135]]]",2.8042097319994355,[]
8,"[[[114  62  15]
  [114  62  15]
  [120  72  26]
  ...
  [ 90 192 113]
  [ 97 198 120]
  [ 97 198 120]]

 [[114  63  18]
  [114  63  18]
  [122  73  30]
  ...
  [104 203 131]
  [112 210 138]
  [112 210 138]]

 [[115  64  25]
  [115  64  25]
  [124  77  38]
  ...
  [134 228 168]
  [142 235 175]
  [142 235 175]]

 ...

 [[100 169 113]
  [100 169 113]
  [101 167 114]
  ...
  [155  70  71]
  [158  72  74]
  [158  72  74]]

 [[ 63 133  76]
  [ 63 133  76]
  [ 66 133  80]
  ...
  [172  63  67]
  [173  63  67]
  [173  63  67]]

 [[ 45 116  59]
  [ 45 116  59]
  [ 49 118  63]
  ...
  [180  59  65]
  [180  58  64]
  [180  58  64]]]",2.805435550002585,[]
9,"[[[241 237 218]
  [241 237 218]
  [224 220 201]
  ...
  [ 76  59  85]
  [ 64  47  74]
  [ 64  47  74]]

 [[217 204 188]
  [217 204 188]
  [206 194 178]
  ...
  [100  83 111]
  [ 94  77 105]
  [ 94  77 105]]

 [[165 136 124]
  [165 136 124]
  [168 140 129]
  ...
  [151 135 165]
  [156 140 171]
  [156 140 171]]

 ...

 [[132  61 118]
  [132  61 118]
  [135  66 121]
  ...
  [ 57 151 140]
  [ 50 147 135]
  [ 50 147 135]]

 [[188 121 165]
  [188 121 165]
  [180 115 158]
  ...
  [ 46 152 139]
  [ 36 144 131]
  [ 36 144 131]]

 [[214 149 188]
  [214 149 188]
  [201 138 175]
  ...
  [ 41 153 139]
  [ 29 143 129]
  [ 29 143 129]]]",2.8031369999989693,[]
